"Bill of Material for "
"On 2018/3/26 at 8:45:08"

"Comment","Pattern","Quantity","Components"

"0.1uF","0603C","3","C1, C2, C4",""
"180K","0603R","1","R1",""
"22uF/6.3V","3528/B","1","C3",""
"742792625","0603-FB","1","FB1",""
"82380050100","82380050100","1","D1",""
"82536040","0603R","1","VDR1",""
"AMS1117-3.3V","SOT223","1","U1","5V-3.3V"
"iSensor","GH1.25-6","1","J1",""
"iSensor-10","iSensor","1","ADIS1",""
"RESET_Key","3*6*2.5 SMD","1","K1",""
